txn_id,account_id,txn_date,amount,txn_type,channel,description,source
TXN00647,ACC1004,2024-01-06,1235.37,DEBIT,WIRE,Payment 647,internal
TXN00648,ACC1004,2024-02-19,2279.92,CREDIT,ACH,Payment 648,internal
TXN00649,ACC1014,2024-04-21,4123.83,CREDIT,WIRE,Payment 649,internal
TXN00650,ACC1013,2024-01-03,4648.57,CREDIT,ATM,Payment 650,internal
TXN00651,ACC1012,2024-01-02,4760.12,DEBIT,CHECK,Payment 651,internal
TXN00652,ACC1004,2024-04-18,4851.31,CREDIT,ATM,Payment 652,internal
TXN00653,ACC1019,2024-01-10,2756.11,CREDIT,ATM,Payment 653,internal
TXN00654,ACC1023,2024-03-14,3073.0,CREDIT,CARD,Payment 654,internal
TXN00655,ACC1012,2024-01-19,2863.49,DEBIT,CHECK,Payment 655,internal
TXN00656,ACC1017,2024-03-28,384.34,CREDIT,ATM,Payment 656,internal
TXN00657,ACC1018,2024-03-02,2367.62,DEBIT,WIRE,Payment 657,internal
TXN00658,ACC1003,2024-03-28,4847.6,CREDIT,WIRE,Payment 658,internal
TXN00659,ACC1009,2024-01-27,882.29,DEBIT,CARD,Payment 659,internal
TXN00660,ACC1013,2024-03-29,4713.42,CREDIT,WIRE,Payment 660,internal
TXN00661,ACC1016,2024-02-15,4299.21,CREDIT,ATM,Payment 661,internal
TXN00662,ACC1014,2024-03-15,1216.08,CREDIT,ATM,Payment 662,internal
TXN00663,ACC1002,2024-03-24,1296.89,DEBIT,ATM,Payment 663,internal
TXN00664,ACC1011,2024-01-11,761.49,DEBIT,CHECK,Payment 664,internal
TXN00665,ACC1007,2024-01-09,1705.28,CREDIT,CARD,Payment 665,internal
TXN00666,ACC1003,2024-02-04,3771.32,DEBIT,WIRE,Payment 666,internal
TXN00667,ACC1018,2024-03-03,4230.04,CREDIT,ATM,Payment 667,internal
TXN00668,ACC1020,2024-04-24,2237.48,CREDIT,CHECK,Payment 668,internal
TXN00669,ACC1008,2024-04-16,588.34,DEBIT,CARD,Payment 669,internal
TXN00670,ACC1006,2024-01-19,716.78,CREDIT,CHECK,Payment 670,internal
TXN00671,ACC1013,2024-02-04,246.39,CREDIT,ACH,Payment 671,internal
TXN00672,ACC1017,2024-02-19,2210.98,DEBIT,CARD,Payment 672,internal
TXN00673,ACC1010,2024-01-04,1405.39,DEBIT,CHECK,Payment 673,internal
TXN00674,ACC1008,2024-03-19,1874.85,DEBIT,ACH,Payment 674,internal
TXN00675,ACC1011,2024-01-30,78.75,CREDIT,CARD,Payment 675,internal
TXN00676,ACC1019,2024-04-07,1976.42,CREDIT,WIRE,Payment 676,internal
TXN00677,ACC1005,2024-03-12,2656.9,CREDIT,ACH,Payment 677,internal
TXN00678,ACC1018,2024-02-11,2580.52,DEBIT,CARD,Payment 678,internal
TXN00679,ACC1002,2024-04-03,510.43,DEBIT,ATM,Payment 679,internal
TXN00680,ACC1024,2024-03-13,121.12,CREDIT,CHECK,Payment 680,internal
TXN00681,ACC1019,2024-04-04,1431.19,DEBIT,CHECK,Payment 681,internal
TXN00682,ACC1024,2024-04-27,4646.52,DEBIT,ACH,Payment 682,internal
TXN00683,ACC1023,2024-03-06,2230.24,DEBIT,ACH,Payment 683,internal
TXN00684,ACC1002,2024-04-28,1688.07,CREDIT,ACH,Payment 684,internal
TXN00685,ACC1002,2024-04-11,2268.01,DEBIT,WIRE,Payment 685,internal
TXN00686,ACC1003,2024-04-27,2404.19,CREDIT,CARD,Payment 686,internal
TXN00687,ACC1005,2024-01-07,663.3,DEBIT,ATM,Payment 687,internal
TXN00688,ACC1019,2024-03-01,1336.39,CREDIT,ACH,Payment 688,internal
TXN00689,ACC1000,2024-04-21,2124.04,DEBIT,CARD,Payment 689,internal
TXN00690,ACC1024,2024-02-01,4855.96,DEBIT,CARD,Payment 690,internal
TXN00691,ACC1004,2024-02-23,4299.06,CREDIT,WIRE,Payment 691,internal
TXN00692,ACC1021,2024-02-16,4278.82,CREDIT,CARD,Payment 692,internal
TXN00693,ACC1005,2024-01-23,4882.87,DEBIT,WIRE,Payment 693,internal
TXN00694,ACC1010,2024-02-17,165.04,DEBIT,WIRE,Payment 694,internal
TXN00695,ACC1011,2024-01-22,3403.37,DEBIT,CHECK,Payment 695,internal
TXN00696,ACC1012,2024-02-12,1324.74,CREDIT,WIRE,Payment 696,internal
TXN00697,ACC1011,2024-02-25,3586.59,DEBIT,WIRE,Payment 697,internal
TXN00698,ACC1001,2024-03-09,4264.59,CREDIT,WIRE,Payment 698,internal
TXN00699,ACC1010,2024-02-11,4501.46,DEBIT,ACH,Payment 699,internal
TXN00700,ACC1013,2024-01-15,2478.06,DEBIT,WIRE,Payment 700,internal
TXN00701,ACC1008,2024-01-16,3738.08,CREDIT,ATM,Payment 701,internal
TXN00702,ACC1005,2024-03-13,4685.17,CREDIT,CHECK,Payment 702,internal
TXN00703,ACC1017,2024-04-29,3570.8,CREDIT,WIRE,Payment 703,internal
TXN00704,ACC1002,2024-03-03,822.65,DEBIT,CARD,Payment 704,internal
TXN00705,ACC1011,2024-03-14,897.78,CREDIT,ACH,Payment 705,internal
TXN00706,ACC1015,2024-02-01,4639.07,CREDIT,ACH,Payment 706,internal
TXN00707,ACC1018,2024-01-29,550.16,CREDIT,WIRE,Payment 707,internal
TXN00708,ACC1008,2024-02-03,173.72,CREDIT,ACH,Payment 708,internal
TXN00709,ACC1010,2024-02-16,1899.32,DEBIT,WIRE,Payment 709,internal
TXN00710,ACC1008,2024-01-11,1646.34,DEBIT,ACH,Payment 710,internal
TXN00711,ACC1007,2024-03-31,1018.55,DEBIT,ATM,Payment 711,internal
TXN00712,ACC1001,2024-03-01,4643.35,DEBIT,CARD,Payment 712,internal
TXN00713,ACC1000,2024-04-02,1579.76,CREDIT,CHECK,Payment 713,internal
TXN00714,ACC1011,2024-04-17,4222.92,CREDIT,CARD,Payment 714,internal
TXN00715,ACC1017,2024-04-06,3836.71,DEBIT,WIRE,Payment 715,internal
TXN00716,ACC1012,2024-01-12,4646.92,DEBIT,ATM,Payment 716,internal
TXN00717,ACC1000,2024-01-12,3852.75,CREDIT,CHECK,Payment 717,internal
TXN00718,ACC1016,2024-04-02,180.56,DEBIT,CHECK,Payment 718,internal
TXN00719,ACC1012,2024-04-12,3016.03,CREDIT,ACH,Payment 719,internal
TXN00720,ACC1024,2024-02-19,1386.86,DEBIT,ACH,Payment 720,internal
TXN00721,ACC1011,2024-02-01,2246.6,DEBIT,WIRE,Payment 721,internal
TXN00722,ACC1001,2024-04-15,2131.26,CREDIT,WIRE,Payment 722,internal
TXN00723,ACC1022,2024-02-21,4469.78,DEBIT,WIRE,Payment 723,internal
TXN00724,ACC1001,2024-02-20,2517.54,CREDIT,WIRE,Payment 724,internal
TXN00725,ACC1001,2024-01-19,2518.37,DEBIT,WIRE,Payment 725,internal
TXN00726,ACC1013,2024-02-19,2833.29,CREDIT,ATM,Payment 726,internal
TXN00727,ACC1016,2024-04-26,1291.04,CREDIT,CHECK,Payment 727,internal
TXN00728,ACC1014,2024-04-10,4838.29,CREDIT,ACH,Payment 728,internal
TXN00729,ACC1013,2024-01-21,2637.04,CREDIT,ATM,Payment 729,internal
TXN00730,ACC1007,2024-02-01,2924.97,CREDIT,ATM,Payment 730,internal
TXN00731,ACC1008,2024-03-08,584.78,CREDIT,CHECK,Payment 731,internal
TXN00732,ACC1008,2024-03-12,303.65,CREDIT,ATM,Payment 732,internal
TXN00733,ACC1012,2024-03-02,346.96,CREDIT,WIRE,Payment 733,internal
TXN00734,ACC1009,2024-01-15,3317.99,CREDIT,ATM,Payment 734,internal
TXN00735,ACC1006,2024-01-23,4474.7,CREDIT,WIRE,Payment 735,internal
TXN00736,ACC1008,2024-03-27,2942.3,CREDIT,CARD,Payment 736,internal
TXN00737,ACC1017,2024-01-13,789.89,DEBIT,ATM,Payment 737,internal
TXN00738,ACC1007,2024-04-14,2282.21,CREDIT,CARD,Payment 738,internal
TXN00739,ACC1023,2024-01-11,4612.56,DEBIT,ACH,Payment 739,internal
TXN00740,ACC1016,2024-04-23,4648.86,CREDIT,WIRE,Payment 740,internal
TXN00741,ACC1017,2024-02-24,1782.27,DEBIT,CARD,Payment 741,internal
TXN00742,ACC1013,2024-04-17,958.33,DEBIT,WIRE,Payment 742,internal
TXN00743,ACC1015,2024-01-09,3529.31,DEBIT,ACH,Payment 743,internal
TXN00744,ACC1002,2024-02-10,3272.12,DEBIT,CHECK,Payment 744,internal
TXN00745,ACC1019,2024-04-23,479.17,DEBIT,CHECK,Payment 745,internal
TXN00746,ACC1012,2024-01-17,4382.57,DEBIT,WIRE,Payment 746,internal
TXN00747,ACC1021,2024-03-05,1848.04,CREDIT,WIRE,Payment 747,internal
TXN00748,ACC1011,2024-02-14,312.55,DEBIT,WIRE,Payment 748,internal
TXN00749,ACC1004,2024-01-24,1935.75,DEBIT,WIRE,Payment 749,internal
TXN00750,ACC1008,2024-02-16,3138.49,CREDIT,WIRE,Payment 750,internal
TXN00751,ACC1024,2024-04-02,2674.19,CREDIT,WIRE,Payment 751,internal
TXN00752,ACC1006,2024-04-25,2941.72,CREDIT,CARD,Payment 752,internal
TXN00753,ACC1022,2024-04-05,4549.89,CREDIT,ACH,Payment 753,internal
TXN00754,ACC1024,2024-03-24,2151.2,DEBIT,ATM,Payment 754,internal
TXN00755,ACC1000,2024-01-12,2297.3,CREDIT,CARD,Payment 755,internal
TXN00756,ACC1017,2024-03-31,641.55,CREDIT,CARD,Payment 756,internal
TXN00757,ACC1020,2024-04-14,3619.92,DEBIT,CHECK,Payment 757,internal
TXN00758,ACC1011,2024-03-31,3066.07,DEBIT,ATM,Payment 758,internal
TXN00759,ACC1001,2024-01-05,4346.58,CREDIT,CARD,Payment 759,internal
TXN00760,ACC1003,2024-04-13,1089.18,DEBIT,CHECK,Payment 760,internal
TXN00761,ACC1000,2024-01-23,2106.91,DEBIT,WIRE,Payment 761,internal
TXN00762,ACC1007,2024-01-25,3521.85,DEBIT,ACH,Payment 762,internal
TXN00763,ACC1017,2024-04-01,4441.26,CREDIT,ACH,Payment 763,internal
TXN00764,ACC1004,2024-04-26,1468.63,CREDIT,CHECK,Payment 764,internal
TXN00765,ACC1005,2024-02-06,3056.5,DEBIT,WIRE,Payment 765,internal
TXN00766,ACC1001,2024-03-28,207.22,DEBIT,ACH,Payment 766,internal
TXN00767,ACC1023,2024-03-28,34.24,DEBIT,ATM,Payment 767,internal
TXN00768,ACC1005,2024-02-26,3784.95,CREDIT,CARD,Payment 768,internal
TXN00769,ACC1002,2024-02-08,2186.32,DEBIT,CARD,Payment 769,internal
TXN00770,ACC1007,2024-03-12,2161.44,DEBIT,ATM,Payment 770,internal
TXN00771,ACC1020,2024-01-10,4975.1,CREDIT,WIRE,Payment 771,internal
TXN00772,ACC1019,2024-02-12,911.72,CREDIT,WIRE,Payment 772,internal
TXN00773,ACC1002,2024-04-01,880.94,DEBIT,CARD,Payment 773,internal
TXN00774,ACC1021,2024-01-04,4597.04,DEBIT,ACH,Payment 774,internal
TXN00775,ACC1018,2024-01-10,2022.34,CREDIT,WIRE,Payment 775,internal
TXN00776,ACC1008,2024-01-26,4930.29,CREDIT,ACH,Payment 776,internal
TXN00777,ACC1010,2024-02-29,2872.47,DEBIT,CARD,Payment 777,internal
TXN00778,ACC1007,2024-04-09,1889.91,CREDIT,ACH,Payment 778,internal
TXN00779,ACC1002,2024-03-23,2147.68,CREDIT,ATM,Payment 779,internal
TXN00780,ACC1013,2024-03-09,1854.16,DEBIT,ACH,Payment 780,internal
TXN00781,ACC1017,2024-01-09,859.89,DEBIT,CHECK,Payment 781,internal
TXN00782,ACC1000,2024-03-27,1447.42,CREDIT,ACH,Payment 782,internal
TXN00783,ACC1017,2024-04-10,4314.11,CREDIT,ACH,Payment 783,internal
TXN00784,ACC1022,2024-01-07,128.54,DEBIT,ATM,Payment 784,internal
TXN00785,ACC1011,2024-03-06,1181.17,DEBIT,CARD,Payment 785,internal
TXN00786,ACC1022,2024-02-28,3979.67,CREDIT,CARD,Payment 786,internal
TXN00787,ACC1010,2024-01-19,4945.57,DEBIT,ATM,Payment 787,internal
TXN00788,ACC1007,2024-02-27,268.23,CREDIT,ATM,Payment 788,internal
TXN00789,ACC1022,2024-03-23,3329.42,DEBIT,WIRE,Payment 789,internal
TXN00790,ACC1001,2024-02-13,2098.69,CREDIT,CARD,Payment 790,internal
TXN00791,ACC1010,2024-02-09,2316.52,DEBIT,WIRE,Payment 791,internal
TXN00792,ACC1021,2024-02-13,1261.76,CREDIT,ACH,Payment 792,internal
TXN00793,ACC1005,2024-03-13,4361.8,DEBIT,ACH,Payment 793,internal
TXN00794,ACC1024,2024-04-11,3472.36,CREDIT,WIRE,Payment 794,internal
TXN00795,ACC1014,2024-01-02,761.5,CREDIT,ACH,Payment 795,internal
TXN00796,ACC1004,2024-04-28,3813.63,CREDIT,ACH,Payment 796,internal
TXN00797,ACC1002,2024-01-09,3742.87,DEBIT,CARD,Payment 797,internal
TXN00798,ACC1021,2024-02-13,3782.82,DEBIT,ACH,Payment 798,internal
TXN00799,ACC1004,2024-04-28,2979.99,DEBIT,WIRE,Payment 799,internal
TXN00800,ACC1012,2024-01-15,955.56,CREDIT,CARD,Payment 800,internal
DUP00001,ACC1003,2024-04-16,1592.59,CREDIT,CARD,Payment 268,internal
DUP00002,ACC1008,2024-03-30,263.89,DEBIT,WIRE,Payment 578,internal
DUP00003,ACC1007,2024-01-08,596.35,CREDIT,ATM,Payment 465,internal
DUP00004,ACC1022,2024-02-21,4469.78,DEBIT,WIRE,Payment 723,internal
DUP00005,ACC1003,2024-04-27,2404.19,CREDIT,CARD,Payment 686,internal
DUP00006,ACC1006,2024-01-19,716.78,CREDIT,CHECK,Payment 670,internal
DUP00007,ACC1021,2024-02-13,1261.76,CREDIT,ACH,Payment 792,internal
DUP00008,ACC1012,2024-04-12,3016.03,CREDIT,ACH,Payment 719,internal
DUP00009,ACC1022,2024-03-23,3329.42,DEBIT,WIRE,Payment 789,internal
DUP00010,ACC1020,2024-03-29,784.51,CREDIT,ACH,Payment 148,internal
DUP00011,ACC1000,2024-04-02,1579.76,CREDIT,CHECK,Payment 713,internal
DUP00012,ACC1002,2024-01-05,3064.98,CREDIT,ACH,Payment 478,internal
DUP00013,ACC1009,2024-02-17,1892.26,DEBIT,ACH,Payment 296,internal
DUP00014,ACC1014,2024-02-29,1709.55,DEBIT,CARD,Payment 194,internal
DUP00015,ACC1011,2024-01-14,776.53,DEBIT,ACH,Payment 90,internal
DUP00016,ACC1020,2024-01-31,4370.7,DEBIT,CHECK,Payment 277,internal
DUP00017,ACC1016,2024-01-26,63.53,DEBIT,CARD,Payment 179,internal
DUP00018,ACC1007,2024-04-24,3317.69,DEBIT,WIRE,Payment 75,internal
DUP00019,ACC1013,2024-04-03,2162.32,CREDIT,ATM,Payment 250,internal
DUP00020,ACC1004,2024-03-22,1981.09,CREDIT,ACH,Payment 283,internal
